user_id,name,review_count,average_stars
mO74HGnbDWyyoI_rKsKd7w,Avel,7,3.4
jWZf79JwseJHMSepp2paXQ,Chris,17,4.3
5ufmAByPuXdtFUWH_CtTNQ,Sam,12,4.58
TNWB8Q8Il5ws5Zlkfyj4jA,Sdog,24,3.52
GIe0o5bTPeY8CLp1SjUNkg,Tatum,41,4.38
ytLjGzv9I4hL8J-riUXBnA,Robert,136,3.38
0tEg1pUyRyOCf1jWvB0R2A,Tyler,191,4.06
TJYusEpRtlzYMGclLywA0A,Renee,9,4.56
V3of6JCiqTarcSrg6pE2MQ,Katherine,32,4.03
WgnlVZupX1GuqUC-PtY0CA,Shannon,21,4.33
SdsNwDXH-dXjY_YJZ-v-3g,Stef,54,3.81
urnB-G-vU6JHDzikJzEXoQ,Monica,143,3.43
UPp9zKJtDX3GfiTjIiL0NA,Joanna,60,3.38
H3eFydmIhg2bVKJHitCIig,Scott,44,3.37
kRu2U3RPYdAyZbk5zCPsLw,Monica,357,4.29
m42xPsKfnw__ebTXiJyrKw,G,6,2.5
nouBBCaX0-TtmpYuUFg7bQ,Evan,4,3.4
yuk55L6o0VI5KG04lMy5Lg,Braus,66,3.67
aRLoIVexgx0ji64xkvbzyw,cynthia,8,4.0
1W3U-Dvl7gLclFD7jAj9Zg,Misty,35,4.68
Nzv8UIwvrE8dIeEolLlRuw,Antonette,113,4.13
Qvy98Xzwg9QgLU07Z646SA,Xiuyu,9,4.44
c76yTn7GJuBVFmWv2Yj-PA,Aaron,6,4.67
IH1_QfbplkGpAyvy2rEyGA,gina,27,4.26
BpHDj1wL_ixhKY1MtMbkLA,Krissa,17,4.22
WNDJ7bm7bDapbvdPnmQMrw,Sandee,25,4.68
X0V8sFZdVTR4qsQmtNHiNA,Rony,60,4.56
G4KzccAPNetSR7mzmmVMMQ,Kristina,79,4.13
cc6WipNDzRqe_vXl9HOrgw,Megan,75,3.79
cRUNBm2LgILIGx0AnmNV3g,Monica,90,4.68
efEiheJzBCzmfJzWKE6Myg,Blue,22,4.17
QWKPQiqH_o_ARgpldmB1CQ,Anne,159,4.57
yrmd2kn4wrnvz8zYhJNh_w,Donna,20,4.6
QcYolov_96BLnp46WUwwJw,Joe,43,3.16
myDB_AljpwAvHqNCmeMk-A,Colenn,10,3.1
1tpitXd4v0FfR3FsSujTPA,Chieko,20,3.9
80mCsSAZPUwKmPRWvx8rzg,Keo,1043,3.75
pNcb1k5-JnWisRAa0ZpL8g,S,16,1.52
DfWnsrzoiOnDgbifSZNZNg,Dion,1,5.0
x3dsQit-4zM6zFzofuLAZw,Samantha,45,3.62
UmCHqjlNa8rnYNziXGjGRQ,Connie,85,3.84
k_kK1hngZjgMGwKHjZnvPg,Nathan,17,3.82
T9LC8fukCDzfnEcnrHPBqg,sushi,30,4.23
xlDoUSij0ZkVAu4Llz1zZA,Amanda Cali,25,4.68
mt4zpOll9D3KlpUzqHEKMQ,N,32,4.15
KmSw30eZhykTm5s8gyMSxA,Rebecca,17,3.44
_nvAL6xSB8Ao3AFbyQAy7Q,Dannikke,4,5.0
Op3SFYF8h7Gbt5MDyPEgaw,Sophie,34,3.8
wXeCTjInUv3krc1y_oIY3Q,M,37,2.81
Lagm9YdxQeQqW7sGqWZHHg,Michelle,13,4.92
y_qy8BDA25h2z_Mxuxe-OQ,Suzie,115,4.08
uBW16OCkFKvzdezUKZFuUQ,T,82,5.0
4BfjWkaoLx2jAvpQOQzNvQ,Amanda,65,4.42
BAjsaOdPbqz8nm43-bqIgA,Frank,13,3.23
PLSPiKe42MOeLfxvrpSDnQ,Mike,54,4.57
a9CfEnuVZp_bWheY1kRfyw,Autumn,81,4.46
TcPrExN8nLHxyaGsBrW4MQ,A,19,3.75
tqVNS1Rn6S7i7c3XnoDfmg,Regan,28,3.77
QpZJpSdLzO7MdzME58hXfw,Alex,21,3.0
kiRAaHXiF3JXzt4SSbskhA,Kong,4,4.5
LY8_BHF_Rkn6OOumzBH8GA,Lauren,2,1.0
eWS1RlJvkWMOKvOqqubm3w,Aubrie,168,3.52
Hn2IfcDJGErrlSKvEtAY8w,Mara,5,3.6
--hyXh5WffOsWvD6Zg-xsQ,Valerie,27,4.07
j4AyhuLckRm2KuWR_1gUcw,Tracy,19,4.11
zQVzXypaLs1FhNgTYhHQdQ,Taylor,106,4.33
67cbPi1UORyC1gUdXkwkqw,Ron,18,4.0
LH_XeDTGjskpRvEf2j_lAg,Deena,75,4.49
opEEYvxMqC04enXOl5uJXg,greg,25,3.36
UsKab3CQ7ncSSWBQZvCFdA,Ana,61,4.41
fy200TPfWyzFwpERwP0OCA,Gregory,116,3.48
KODN_4HRpBl41q9MeyAtrA,Dev,39,4.58
yxO2m3GTYH8j_hP84uFWrA,Amanda,3,5.0
eTNfXYd0Cz8hJA8Z7BLXwg,Gwen,34,4.22
lMSo3ooMCu3ZMPREMR7zEw,Mark,234,2.89
E-CihaC6HfDnzBxUe36cyw,Jonathan,14,3.71
tx4nN-Un_FPP7VjOkB_Q-g,Adrienne,153,3.95
swhEvEjL9kjKNPPCZ645JA,J,9,3.5
2zs3Qkx7nU5wwRLVkDSdMQ,Tyler,9,4.0
k83l5pmE1626lNoEJTGdzw,David,50,4.32
ZlAk2Ep9ceXBo86B4lzgvA,Pete,41,3.62
hZMNW4C2higdVhK7xUrPRg,Richard,24,2.96
su48sg8ZGBE4fcPSSBDu6w,Susie,4,3.5
gLGMoJDO2QF_zwZXFxiClg,Alexandra,118,4.12
W3CdwobBQu-xdfAIh4C07Q,Connor,1,2.0
zsPcZb2K9YJGOPg2RE0eTg,Dalen,1,5.0
u2-HpymrT4IVaRAB5PaAnQ,Fatima,7,4.86
VQ_d7kvLpTnir2hiMQ7Kdg,Laurens,10,3.91
-9JDsO4UFwXD6tiDfqArwQ,shaneka,97,3.39
v1-vDUB9A39xrPEWVXV9og,Kevin,6,3.5
m1c2vcJ9yc1BuIK5xhDUZw,Courtney,63,4.25
UwV6jBuTR1S9acT6bPTBPw,Rebecca,110,4.1
ahQEGeMsRiEDJCgSK8YE2g,Andrea,12,2.92
c7AAg8s5W59yx8WwNxsbeA,Jennifer,185,4.11
Dh3eLWmrb37T4JFNKtXAWQ,Jo,218,3.88
5pv3VsW6OvmB_JGuo4Kiow,Janine,34,3.47
0DaFTdi3fs36GzeFbo-VJg,Julia,7,4.14
hmyQCeq8UPGkwzkOBY53nQ,Lauren,7,3.86
S05TuAJhfWOy4srIlF-SmQ,Taylor,88,4.09
DNivTWKKnahb6fFUkQm1iQ,Elizabeth,124,3.21
S-_ESUI9jYbDJYZK727AOw,Stefan,71,3.8
cKlJmlZteZEU8vSaJ3fu1g,Ramon,6,3.71
JdTiG31ecV3_f5d_y1Fd-A,Eddie,56,4.07
haEwfqR_TqWqKijBA9olFw,Joe,31,4.19
vCyZtCgpz7zZrd-pOM-b0g,Sarah,81,3.98
KM-XqKITLdlM2g87egWshw,Kevin,8,4.08
ee057RBldDLQV82_zc3UVA,Erin,168,4.41
WcTn9rten2f5N89f6i9ydw,Ellie,28,5.0
brykUAmyRnkyp8pGa0IgTg,N,83,3.85
N4FJ8w236uAlSN_jMX1sxg,Venturelli,51,4.98
52CZ2H3DJXgMbnhO8Yg1wg,Taylar,30,4.63
m8wOzxxGYqZ2apujKz_kWA,Sonya,10,3.92
irmCYqIQT8Qdh38-mCZmog,Tawnya,67,4.41
gn0zXfhHGsDYOyEVdeFyoA,Amy,105,4.36
TNCkNfgvW9UFh5BL3mhg3Q,Caitlin,4,5.0
w0ltHmvcRU-Q2te1m1ZM4g,Joyce,26,3.37
TD4nb6iU3DX0mD5Yf2m1Mw,Ally,55,4.33
HbzxYGqbmP8U9IBO_aEmVg,Bill,9,4.9
_o-gcFA_4VWXHPe2NNEL9A,Stephanie,75,4.19
PjvYoCyIjcNtwEPCk4Z9Rg,Erica,73,4.15
ogH5ecHvwFt9aEpngQFXRw,Ariana,40,4.12
ArCmLSEqQwTC1wqCMoaV9w,Andy,64,3.85
OtYIiD_5asBQJEq2VVF1Tw,Farshad,16,3.94
YdQDoYXS7f_V4udzye0W2A,Linda,75,4.43
vDiSFsi5tYeu74ZyvQyMDQ,Victoria,13,4.0
7mZCFtucZqrlNyBDWAohoQ,Heather,935,3.99
d2jbOr5cByp4x53TcQ_w6A,Bret,112,4.37
Yb-li4Wxg3J1X8bbcAvdnw,Bekah,5,3.8
pJ5IimKr6dIA9zQTjrSAzw,Andy,5,4.2
dnzUrrBShGDIOKREqcz2Hg,Onagh,22,4.68
SDkyZ4AmoEZaoxJp5eKPeA,T,24,3.97
eD8tr7Biq1CPpdGXddH1_w,Vinh,7,4.0
Zmkp4QnC-bF9z17bCshBOA,Sean,93,2.89
pNXZYY4fDIL10s8lpkQRaQ,Hana,22,3.93
bddcjl2INgmaozFv7tX2Rg,Dave,55,2.97
mgR975nWHPUJKGxGhBAPGQ,Angel,110,3.3
AJxfFzUNH4mlP5duXi-ZCw,John,381,4.12
dof_Xo4av1YrcObgN0hIxw,Brent,127,3.9
KxI3Dqt-inUIkZ76tCYSeQ,Rebecca,10,4.8
fTe0h_-OzTnt47IaQ3m4MA,Jason,8,4.5
mB9xbY9Xlozjnw1ZTQkYfQ,Anchal,25,3.62
pETu9pkC8HRGOxq5RojV5Q,Katie,39,4.36
AekJJM_FaiTL3u5U0RStww,Megha,317,3.98
uY7RXEY77jmlM-VErnSypQ,Sandy,64,4.06
JwBe3Yr6Z9JXHdCHT6n3rA,Elysia,25,4.44
rDLpvfS7tWBMXSu8NWsZdw,James,86,4.21
kv91c8xowmElSNr-zFlwRw,Ben,4,5.0
RIK4DrFOGJKaqAb8s5L2xQ,Jesse,1,5.0
cKCpWGpl03eJNhbq9TujiA,Jennie,12,3.06
6adkNGxS0ZjnSzt_nKp3Gw,Mikael,48,4.73
VX4F5gCLNk0b9PoSJwjOUw,Dino,103,4.05
3uOf5DzzEcI5v345F_u53A,Daniel,15,3.31
i4c0NGFOgOtOtkmYh3q8Cg,Maggie,5,4.2
QSrVBh4AZb0FVEQtauXJZQ,Nacho,2,5.0
KBG-exdg03FTP2fLHPjZNg,Erika,13,2.86
IKjR0671blnX2Ok-8vt-uQ,Erika,21,4.0
IIhtQZSbfL9wPA9zdEovTw,Gwen,14,4.86
GI6Xp__A6QX6t0nsVEfK-w,Yimeng,51,4.33
7xdoZw2kPpdbFQcBw4CMZA,Jordyn,56,4.19
BqSz44zLUwwTstQL9dyTlg,Keith,18,4.22
fnJCb62UstXDsvEJxqP0mg,Jo,46,3.0
2p5zD39aqSk-xfKPEBFGSg,Kait,22,5.0
TMN4WYe7djVlyummUFSGLg,Lauren,9,3.45
NUOPBgsof81P0hy8ssh-cA,Angela,2,5.0
ny9k8PitJmq9pdUfEh3bSQ,Wiktoria,7,4.71
vA-iTSQ-72yK8Mjl1lkV-g,Kelden,15,4.25
Sa3iv-QtDhne0hu_dMZTJQ,Holly,59,3.76
HbhxUZNiiaqyViJPbXG83g,Dana,44,3.54
Y_uQpwhBJM16SunlE4arPg,Evgenia,4,3.25
fAdUJgzfro7WuXsecCPv5g,Diana,18,4.89
IH8OX4j2u3fh-G6OUEBbSQ,Kelsey,66,4.59
3FeN1jjW24OlgQgUNe9PVg,Elena,15,4.0
QHNyL9kjhyDM-W61dxTO4A,Shannyn,10,3.46
CDX5QJyZJbU5B6pQXJf2WA,Linh,11,4.36
ECdP1YgUTibuObMCghFl9A,Katelyn,31,4.32
iShvOKyt3kAn2CXx_4OJlg,Sarah,132,4.29
Cab0C3yhcRq2O4_IhfsgFA,Lizzie,43,3.59
cJi8YiiX1nsRdZTZCz2G4A,Jessica,8,3.88
ycYHpx_6yYscp6AM58weQg,Kelly,47,3.25
XLif4CI6K8pyuE7rleV2KA,Adam,6,4.0
PFzorQQw2cjOxdwiEdGbfg,Madeline,9,4.89
iT3bi-HiMpOfYLB_RpjPCg,Ryan,470,4.44
5e7Kg-X_K3tnePHKa63pdA,Allison,76,3.48
aHhMvjZpo0zOLSMoQmekdg,Sarah,67,3.84
89qm-ee2Enz-d8eQQg4k1A,Aaron,37,3.42
BTjFAJD6tmKr-HRe08EraQ,S.,51,3.85
gNFSZPwB6P-1CeoQ6E9gXw,Jaide,72,3.76
_MrGr35q1MvLJ0zcfee8tg,Marina,3,3.67
-B4BJ0gV5mneubBoMVNFLg,Linda,42,3.85
xzcmTPnbQcHIvAL-pceM6g,Petar,1,5.0
al-ez2ZLLLlFxsKeNjqRsw,Yesenia,4,5.0
WWe0k0SrAq_FBOwEDsC2Dw,Brian,75,4.17
0prrAg26ERUucixybEb0HQ,Heather,33,4.34
_YdTLWucfUxBzCSw1Og8vw,Taime,10,4.5
kqikoJr5XpQqOLeu1_z0Ig,Kayla,6,3.33
hKenLtBOZ9HkhlWa-R3a9Q,Rick,45,4.43
iGgfRZERC8qioUwIAidvZQ,E,23,2.52
9N2cVpu1L3sGDDS0R77dkg,Bill,118,3.79
ZfCDSQanpA1rapU3AI2Slw,Brian,6,3.71
EO6GGtHd9fbl-DPcPumhZA,Payton,131,4.15
iWujtkQB9ezTHGipESk_6w,Jay,38,3.87
m1qgsWIklTHvBZmFomK_3Q,Latisha,33,4.03
wKYsYIkXg49JqnVN4Q7iPg,Cori,9,3.6
hQ8za-lX4WHAsNdaMsZmgQ,Raul,82,3.3
EloVkqKm6sgRh8PvC1aCxA,Jill,39,4.83
25q3AC4zm7ypu75pau7OCQ,Ann,1,5.0
sjKPFWeE4oHbjPE73udlHA,Beverly,6,5.0
td-nDkoKPnRoKmJ1CLAEtg,Angeline,5,4.0
vbnWS0Su18FBQDZmNbgyXw,Kristianne,67,4.57
uOB9SIosyvr_OWS8eAJE7g,Bradley,2,5.0
ok3bRkTpFEJuA6cZTt80yg,Rosie,5,4.0
I_6mLgR_OLXujDeLdngHSw,Jess,14,3.5
nD-lTWxnpugTLPI8cSJLOA,Jeroen,174,2.47
nCNQBzWgZ6aRdqcTmJ6Txg,Brent,73,3.08
kDKkpwbVGnKW9OwoNj7WEw,Early Bird Flea Market,15,2.88
P5PlnhPpqNab1ynKLE8t0Q,Luisa,54,4.2
Rpw8mQPKJb8esVjosT4Sog,Genevieve,173,4.15
Ce9qJVPxwjQxAMgg2NSSKw,Wyatt,49,4.28
N2US_XbYelFcDj5Veb4Apg,Robert,17,4.15
6PE-How6t4JAnEidtMOB-g,B F,76,3.42
_JMJOpOL9chL10nlSYhaqA,Sol,739,4.2
iF--G_mFTjUQbczf_g-cJw,Sherry,26,4.07
zKue1yDy-P1i6rcQsCNp_g,Heather,2,5.0
zPk6Xg2scU87XHgoVcd0Kw,Shelly,2,5.0
7Pi_ntkoj2bfkDZTPVo62Q,Ellen,3,5.0
u_-H4zK5pLOyaEz08c_gpA,Preeya,41,4.14
CKJJZqFlYt_wKVL-f4eBAQ,Eddie,245,3.76
TXfPIPoGSoufr4C-h7JZRQ,Vanessa,21,4.81
LIYQ0OsvQbxihNO4Ma1w-Q,T,71,4.0
AbjRaALLi_6rOjGIbUrsuA,Karen,38,4.07
aXLwK1vXI1DZY1axKqw3mQ,Morgan,4,4.25
SZu1cjmTg0HhrwDxIukP0A,Laura,51,4.25
vpersShdUBdESvm0eC2TlA,MaryLiz,25,4.62
YvGOHLQVAZC4vUNBJ0CcwQ,Rick,15,3.56
pw-4HPKzovvn6J3870I6zA,Yesenia,22,4.05
eXn-vTQW-Hm9VeTBki5yPA,Clara,24,4.17
i7NZXsJGCxm9MBGB-Co4NQ,Laura,2,5.0
TdrhJV5E37hh-nn_ShLmrg,Kent,9,3.64
IwdKZYCt_1msSVu9NGs-fA,Gabby,70,3.93
iF3JiTRyMhje4MHl0mq8wA,Gene,53,3.68
R4q5AmGeHV2a_Ykt4Ehj6A,Joe,70,4.16
iIFST7johbUKmRbiQhG88A,Vibha,1,5.0
WbMK70OMDvvVSSNUhIk9lg,James,36,3.92
m7pNJwBoIJ8Df5NkaIp1_Q,Karina,5,5.0
JPnKk6xnrncFwkG6QSdEKQ,Rae,49,4.04
h1I9v4SJPLIruZRnTLtGKQ,Mia,18,3.95
SFZLw6JaJtI8OOh4oz-JRw,David,20,4.0
eEwbfjWJrtXbipxsiHQxpw,Deborah,69,3.39
NINZwULaeiAfc1rltTBhug,Veronika,36,4.33
sdmS-qra3DKd-xmVIA5gDw,Dru,65,4.61
Agv3ZbdalJCQsjNMKFLifA,Kristen,14,4.64
5hrg0BeCaXqDFUgVeO_Aew,tracy,35,4.79
E2k-JFzJIEiaj-JiycwVDA,Wil,192,4.48
6OqRr8USJGcVVZbe-PGUhg,Zohe,30,4.33
8QTQWtgybTz1aWzbX-PzqQ,Nick,13,4.57
MT3bRcNtVG3gbK-d5Ll_2Q,Joanna,20,4.95
L0ukYB-LVXqSrF8rRTakYQ,Christine,335,4.05
LGYO-wX4AM71O8ExxbZ-KQ,Kristina,23,3.88
yMGAPpVc18PK9tJ6Z1-EFg,Michael,54,3.93
YoKMFwzxfkf5OneH6zI8xA,Phillip,22,3.95
64mH2mJ6BRo4BKmV_6DLVg,Bob,101,4.33
ESOWmUjifdgQ3aLKrnAR1Q,Nathan,32,4.59
OOcM5WskbzTFepd1raTcug,Shennie,2,5.0
fMDDTGr-xhu18y508YpJDA,Mike,15,3.06
pW5t3Mcmfk1UZVqBGJmugg,C,8,3.25
ml30Z_d_5ltlvDPkJryrJg,Christina,8,3.75
XvsRQo405cTXVBRmn5ocVg,Ajoulyn,3,4.33
g9ZyZQFFCF9YucYNweNbXw,Swati,112,4.34
xrtyEEVNX3i2d-JO1CUyCg,Martin,59,4.45
NK4d8yDRXUhRc-NCJRmdMA,Derek,18,4.37
AL7rknVOxd_EN2GSt7L8Dg,Yaya,19,3.37
Z7Z55UsBbgHdl6cGCRlfzw,M,66,4.73
oGV84fsuRbLQRRQ6ZZC1dA,Dominique,9,3.67
z9q7F0R8GjgPyWhKs21-Ig,Melissa,20,4.15
M_UuEwc_HoqPhqgEzkjPrg,Sara,346,4.15
RS6B1RNtY8zhWa4zrXWD7w,Gofu K. Yoself,50,2.79
ge-C-N57rt2R4WnAsRTXEA,James,351,4.24
c8IXI-4nQjMIXIkrYKTWGA,Kara,7,3.0
MnzHh1wP4vAkei0luJrKPQ,Lisa,4,4.75
x3bCRBcPc_JGVH2dN4GkNQ,Belle,6,4.29
E2ACn7coW1U2zFEj5a4JRQ,jeremy,71,4.12
Lj1AcTbWeFQ9uc7UgFjXXQ,Claudia,27,4.5
1LAQxs0wJLkOk8qR5YYpig,OneCuteNewt,5,3.14
XxRwN99Km-Mrla1rElRoUQ,Kyla,42,4.37
p2sn7wH5wAZJUwq7PYPVMw,Kel,167,3.82
WKabdW9ihsfePVxpfN60uQ,Alyssa,31,3.68
4U6M7stKF55oQiZCEGIRdA,Susan,10,4.27
F0y72GthazBPapURqE3khw,Todd,37,3.53
RoMh_3GP0l_4K9-OObLOwg,Jonathan,47,4.1
CR9lHCFL0xna624BWesM-g,Harleen,67,3.39
24VH33yA8HvnbhG84bODNw,Pierre-Alexandre,6,3.5
_fgpaspFRoNT9GhaNR55vg,Maggie,6,5.0
S4mJbShvXkkUndsuUz50dg,Jen,6,5.0
E6-CE_YVhYLj0z-Viket7A,Heather,1,5.0
S2FMkRM-tsEbdxwzwSvvYQ,AJ,41,2.89
qzmbzryGeaX_TMSnBTKqJw,Kyung,16,3.25
l6HT_QrLItmzSKCDdDr7WA,Nancy,25,3.42
nqcTVdjHLwmlnBeTK6bkTg,Vicky,165,3.02
lWQDxIACc6mmuhuKKKpR-w,Lisa,19,4.52
rVh32g5TE4bDhi6B1YiJoQ,Spencer,9,4.33
_Qby6-OwDVk1O4wqIDWEnQ,Brian Melissa,22,3.05
dtsTAPqGKhUYL6DsO5v8tg,Marcelo,37,4.33
mW8MkLll_9arRvWIRy0i5w,Sidney,622,4.06
n7FQVOWXuYHpEC7KZ9Wtag,Kevin,19,4.38
QuERlh0GGrevOHUIcUZ2wg,Daron,14,4.71
byesKogwA05b_8Il4NujQA,Christy,28,4.13
gnPpNqXYXUuYEKbA23jhCQ,Katie,2,3.0
otccM_mkWEKnvO2YMc-xOw,Zemfira,12,4.15
xkCjDR1HvOc7iGUfdpzMQQ,Amalia,229,3.5
5lRrVUVfENhIXvlfPSoMqg,Gordon,2,2.5
H8vnPL1vMmmHJa4WxTCLQQ,Courtney,61,4.52
a-y7gETT-zLeEFOUZg4qdw,Miranda,71,4.1
SU26tUwbBJTsT6W1caDpeA,John,3,5.0
M5A5fOSVT2AJWHSmfw50IQ,Buzzard Eyes,82,4.28
OrpwDyQm74hLznBtGJifBw,Zoe,420,4.21
wvR4XsbRUXRfuqGFbwIy0g,Melissa,39,4.27
mJu7mWQ2hi_Es-4TY5HNtQ,John,27,3.02
LWpqFns9enkbFWgCl7-Blg,Brynne,40,3.42
E5p6Zo3bgxLepIS0zUuERQ,Jenay,111,3.96
iEUWSSCIuf2QRPC6G67wHw,Mckamie,18,4.61
V_-5zQqYff8PNCYaijjTLw,Michelle,16,4.31
Q9oeD_YWNJ_M8F8_If9jzQ,Paul,215,3.9
NQmOWB8UHFd9QFHpNxeQUQ,Olivia,12,4.67
gubTEzKwmp5SmVzSauclHA,Noelle,24,4.63
P1gVJ-O2bqeEcbYybjXEww,David,15,3.87
7iW088QiAKZDca_n0iHJKw,Tasha,126,3.99
0S_SvFYDXlGdiYPj9S4duA,Sandra,73,4.54
qsYQmbhBZbF5cWkizhzr8w,Hart,101,4.57
l5Pbpgh0AIPjfaSaOlZKMQ,Venus,7,3.0
ha1F7JGhyH2-wKBEb9XB1g,Bobbie,39,3.25
MZhWQsgBcx7Z1y-VgrQq6w,Jeffrey,78,4.58
Zz7wvkHp0mT8dSLgz_lgog,Suzanne,349,3.63
qUkNOLBgVpXkmJT3BA7gXg,Ryan,32,4.19
9LUdPJ4dtoq-5sOw5ot_3g,Jo,40,4.1
c6jBxEXtbf5msw6xLcKnTQ,Martin,16,3.72
swQc-bs8-pkxWu-S-hBzJw,Nicole,39,5.0
Mg-mjL75Mg4IIoiCzogiDw,Mei-Lyng,8,3.44
6uxBZ5WjC6BsbEZmSBsVQA,Mister,77,3.29
T577X8ljCN2aOmcAO0zFxw,Shveta,181,3.39
rGDqGxhk_xnps0XfnZNBlQ,Marissa,182,3.88
EKFd7A9YU1-mT_tgGHwuAg,Angela,65,3.72
SiSmEfmlxgPPr1isLwW_Xw,Kristof,27,4.18
IrQkQgoR9-C-ph4QQohI6Q,Marcus,238,4.03
n6U2I3sFdDQaLUax6zJ0Dg,Chaunda,65,3.59
H-J8aFYhbJAm-ZRpPDFEhg,Stephanie,26,3.74
8X-nCS96GxtqlWxWfEYatg,Natalie,23,3.74
if6PAm9V7vW3OLSQk5AKHg,Debbie,9,4.0
ZfgGXtUI5l0lUSkskpc_Qw,Whitney,31,4.44
GPw0-1IuS852uRPEEIKnFA,Kaila,7,3.75
ZBf36xVla8ME19_2xrP1xA,Lynda,52,4.7
2jr2tbm1K0AZ0pQRXZdptA,Chandler,8,3.88
jjQ59YhdRrL3gvG8oIxM8Q,Team,119,4.1
KsZz8cPpOOPyt5qdQ4J-GQ,Beth,33,3.23
bi97yr4B7TYCQqcp94fGEA,Felicia,32,4.81
VjeuQt2YSLWkBhwqVlSZYg,Miranda,25,4.3
WHKUR1PDsIB9QAoDK865nw,Suzanna,1,4.0
ifwfPv7KOfpZErC2xLyHew,Alice,6,4.17
I8HuN_OnsWey3pHx0NgAew,Lauren,48,4.14
yGA-DDtwbsMQugtMG-aT2A,Melissa,212,3.75
69qAxnG2ARbolXNHphbhyQ,Shelley,431,4.54
Op8A7PRyW2m0QhfTpyikWQ,P,7,3.71
xwlsqZM7XVvDKCoQqx6rbw,Gidget,32,4.65
ULjf8op0QDJqgeXAVLeCFA,Maria,109,4.03
55aYlU_duzYyUyCLWKeUmQ,Lucienne,9,4.27
_Ss-AQgOAXrMc9aim2AVtw,Amanda,179,3.91
ww8qwFNpUo8E3fPS5WDb-w,Neva,6,4.33
8J7AWik6fDreCUMXZT2dGg,Giulia,4,3.5
zKMW_GoyPuZcUBwRMwdQVg,Alyssa,36,4.24
6K4J7mCmAEl0bS-w2H4KOg,Ani,24,4.17
tRaHfVX2baigdgY_lI0mSw,Corwin,8,4.75
JfmoxgXfQ0Ry0p9BpUeiuw,Mark,323,3.61
iMiaS8hWv7n6FKXXe3ebUA,Erin,13,4.54
xE_pQnbtMlyDtrwvyBZx7A,Dee,228,3.77
8lSrhSnhbIUCG4XE2jT5cA,Shekina,15,4.39
iE5icHDCxCdb5R9d23YdSQ,Daniel,8,5.0
V85btjXIILyRbPsgffcDEA,Gina,7,4.43
S1XE9NguJHIfVtd3bpwE4w,Allen,49,3.57
n0E0B9sENBs950iKg_SGIA,Mary,22,4.36
i_UL2zkSJMnH9UOKpHjZAQ,Mike,39,3.23
amFxfvUiKzainDl1D6rxbQ,Amy,219,3.41
xNkIjRZGO1ZMACxRpG2rdQ,Diana,24,3.72
val7bPCssiUwN-psHWlIKQ,Christine,27,4.1
1lMoIiQtIma8r2hXN203bw,Gina,5,5.0
LMO76Smwyju51AF4jGGTpA,Shaeley,21,4.39
IfmqDWAJWj1tapg73wFtfA,Diana,6,3.46
7Q3FG3C-EDEiIX1pH-mGUg,Tom,35,4.32
bG_QhGvIUValksiLUexLcA,Justin,51,3.42
qvzFqB0UK4M_zXsjUWVEsQ,Diego,45,4.15
eDTHwTiaBlg1b6JEfxNXVA,Donnie,8,4.5
5FvAnCFs_eGgjK8MZsZQcg,Alyssa,1,5.0
loIgOJbwgu0b8nW8DcVG8w,Tara,658,4.09
hZaxoB7B_uqyXxNV1nGEYA,shane,4,4.0
jjU4vX4tZXxXsgo-jWlKqg,Lillian,13,4.07
V1CULj0_rTJxh8dooVSnjg,Atsuko,13,2.63
whIgsj78pCcOJHPlrSDZxw,Carolyn,9,3.56
7KYXjipzX5U9VBIKRPP7DA,Jennifer,396,4.05
nwq2VV3-lUhg8YGluRKuyw,Isa,2,4.5
8MYw6afl3ItJicWdejW4WQ,Lindsay,16,4.29
20R66YEpQlU_wmiYdh8cow,Luc,6,4.17
99lW_CbtYqhCpKDP7fGcFA,Andre,9,3.8
DuQowmlEN1r3-5cKhVyikw,Bo,7,3.86
VB--y-dDTzyf3WbemHXJrA,Jeff,20,4.2
FRMtV7S4ETzZctD7X2akaQ,Ashley,62,4.03
_pRc_5rgBwsVdYQg8REVUw,Mamie,3,5.0
twMUFzHc3Q-NnhsVsjxRvQ,Ana,135,4.31
wvAgShmXl-4dJMKfWiEpSA,Marcus,91,3.5
tBp8hAPzsfQIME4Y-KrEOg,Rose,638,4.26
RF0_lU-HloTZ30gJMgJYcg,Cissy,7,4.13
fF9inYLR7RKYI0bV9eP9Vg,Karen,52,4.4
y3B4DU2JY6Uc_MRZ7d6Ycw,Ashkan,30,4.21
zE0POkQZxFjxie-fjqgQtQ,Kara,3,4.67
8_A3dW1ihEyPS1l4Ql-nGQ,Mimi,115,3.94
Qh4Tdff3Z3TF8Yn5Hice6Q,Jamie,475,4.04
v_AZb2BkUr65115xqzCcxA,Keith,27,3.89
1jO8eV0TFWt_ibqBkt_9rA,Will,136,3.73
VkMZPWaBbTsOOvY4uGM7yg,MA.,21,4.74
vU3l0IAqBItj1-ddwcY8_g,Maria,131,3.71
lwFBFsjYffvRFy3JAsQaOQ,Adam,9,4.44
l4y9-6RTUF-uNQrqD8jKfA,William,96,3.24
KltmAwd9TyvFgYbyrrutrA,Amanda,97,4.54
_CDvTSfF9btcGgOgi1a3sA,M,253,4.48
lndXu_6bvXRY0LAb07GB2w,Janine,3,5.0
NGiJy2_xymzuCXGshHWfOA,Jesse,16,4.18
ulkcjGWXG04TEqN6RzthJg,Jennifer,55,3.63
