user_id,business_id,stars,date
j2Q4IcVcAPz0o4z04qMNgw,bjhCtlYHrkgA5Ku8l-rB3g,1.0,2013-05-15 14:19:17
cMkPQZVDOibs2bz8St7Acg,gebiRewfieSdtt17PTW6Zg,4.0,2009-01-14 00:53:28
1oW8w1ZdP1wtACdrUN1XzQ,SZU9c8V2GuREDN5KgyHFJw,3.0,2017-07-23 02:39:56
iJapTM71seHvft4wRI0NuQ,kZtl_NJjUnlIQgzFrBhXyQ,5.0,2017-04-26 01:40:43
gh_RvEPwTMj5OXp8j9uePw,0qu0fNTOsSmuREYVIMPuIQ,4.0,2010-11-28 10:12:51
PIjSrmxRrWk11m2uyOMDDw,MbzgGsMQpGyVrUJXi_Jw0Q,1.0,2017-07-02 19:13:28
HJ6I8bTPNOwbs7syfCx1BQ,29YqJwOGEuAWqlHZxMc1OA,4.0,2011-07-16 00:07:40
3408fXDm6Mu4bVdLOo4F2Q,29YqJwOGEuAWqlHZxMc1OA,4.0,2006-10-31 06:27:04
lYG6ImVXBfDp-3uMzX8tMQ,O6RCCmz8-x4NhWJpI8KQug,3.0,2017-02-13 19:32:41
twMUFzHc3Q-NnhsVsjxRvQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2017-03-09 17:24:49
SEdzO5IoDbpzLbr54bfQsQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2016-09-23 04:48:16
2YMr4u-AMTp08iie6Q8qsw,wFES5bGDiPANW13hNHnXOQ,5.0,2016-09-22 02:19:41
1xpbk9Ila46jB-KhCud-SQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2010-05-27 14:39:53
Fd_8yojYVvaqb4Zl1UH5Zg,Ey0t4U6yqtxCeMaGPf7GcA,4.0,2013-06-09 03:34:16
UUhgx0EPi19xD7GVnzVTNw,MAIfD4kJDCydgoD1l2b_vw,5.0,2012-11-14 15:31:35
WWnhqRnWWjutMqh-2SzEuQ,CWdCNIJU4Kh480NV9dgQjw,5.0,2017-07-12 00:44:14
OL80Pzm2DEfdUCvA2Hxjsg,qdpdUjdkEUpzYDdce2yZng,2.0,2008-10-28 20:28:10
37kK42Rq_EPZm5HUK-W_Tw,29YqJwOGEuAWqlHZxMc1OA,4.0,2012-09-26 19:12:23
c2jYtQQ90uX8eFjMH0BfLg,SZU9c8V2GuREDN5KgyHFJw,4.0,2009-07-12 01:14:33
m8Ae3NP4LwMMceWWhsNZRA,2bl6G1zgXUHbMGwEocqMSg,2.0,2015-09-17 18:50:48
uD_jFTMzUUk0fLkPpgjrAQ,syuKX2pH3JJhOOppzNI6SA,5.0,2016-07-11 03:17:51
Acp8_F-hqF7Dyphs9Mn2Pw,uO39--k_hrCFgZh-Bl8m8A,5.0,2016-11-29 23:34:17
eWS1RlJvkWMOKvOqqubm3w,I0jFTYVDs-WHwKR2XHQlRA,4.0,2013-06-30 00:47:33
Tyb_FnUv3L0LqsYyL8FIAQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2017-08-12 15:51:16
9Y29a38FZgCV_SXU0k0j9A,13UbOVDFdxloxaient5XWA,5.0,2013-07-23 19:40:16
yapLPcijXWygHua0dS2Dcw,tOd6MX3hSuMyQxMK3ZKBTQ,5.0,2017-05-29 16:57:42
ORWCr5P0JwJmkzXz9yiFGw,-3AooxIkg38UyUdlz5oXdw,5.0,2012-07-26 17:43:21
b_phJaDbdhHkQ-M9DvLp8Q,-kY_HDP7IMvGl-kBIZVU4A,4.0,2015-06-27 06:07:29
t6mmKaKsMxaVuC7dfYSkQg,34Eqv8jXgxg_EEwcsNgeeg,5.0,2017-08-02 02:59:11
MpvzB0und7SJUJP0TpsSDA,sxuv5uZU15UHGT_HB1xYxQ,2.0,2018-03-21 18:38:37
8XnkdVOCDhT6X2CNool-zw,0qu0fNTOsSmuREYVIMPuIQ,4.0,2011-05-11 00:09:57
L7OrWfYxpUcaUKrz3vTVkg,SZU9c8V2GuREDN5KgyHFJw,4.0,2013-06-05 16:42:03
v1QFG6siw9c1tEUeFiQXKA,SZU9c8V2GuREDN5KgyHFJw,3.0,2012-03-10 18:44:55
9SwFJsT44ShBbzNPulruCw,SZU9c8V2GuREDN5KgyHFJw,4.0,2013-06-04 01:56:09
TcPrExN8nLHxyaGsBrW4MQ,wFES5bGDiPANW13hNHnXOQ,5.0,2014-01-21 08:18:29
ZCYPMTPmHTUxxtLhkO42cA,wFES5bGDiPANW13hNHnXOQ,4.0,2007-08-16 20:26:36
mo-I67jS6QKLfTpaG8VbQA,-3AooxIkg38UyUdlz5oXdw,4.0,2016-03-16 21:43:18
e96Xa15PI5PiqHbZXfKSCQ,-3AooxIkg38UyUdlz5oXdw,5.0,2011-06-21 23:17:03
55KumQGuuICQQJuU17Myqw,KiE0h68HGOO7ZXAqkMBdiw,1.0,2015-07-10 03:07:46
Zxc63pT2eglpVaAR2eetew,lTVHJAvtFQbQb6cPstEXyA,1.0,2015-06-22 01:37:08
uoam9c4DHiXHZO5QFtWqMA,SZU9c8V2GuREDN5KgyHFJw,1.0,2013-07-21 21:05:54
fWfyL-CCKvru_PvFZ5KxSQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2012-08-29 17:16:33
HsvWhLZLkfXDckYP9UpN4w,SZU9c8V2GuREDN5KgyHFJw,5.0,2013-03-06 19:49:57
4LbxeQIyej3mr6HYYTsd7Q,-Fka99c-tJ-epWYNIobqyQ,4.0,2016-04-28 18:44:13
avukMXYhDiukCuRLMNm7OQ,syuKX2pH3JJhOOppzNI6SA,5.0,2016-07-30 02:21:22
pUcWFWKXgxjYfeisGtVC_Q,SZU9c8V2GuREDN5KgyHFJw,5.0,2018-04-10 20:05:39
B5Rmwf4N4V4tqwJwM_BUeQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2011-05-03 17:27:57
JdhFhNibUCnlTzCgaeC9MA,-3AooxIkg38UyUdlz5oXdw,3.0,2013-03-22 03:04:03
aexgwzPZzTDe95WDnuFUoA,uO39--k_hrCFgZh-Bl8m8A,4.0,2015-10-27 05:26:12
ptN5retGyBPmoTLGMwQzOw,29YqJwOGEuAWqlHZxMc1OA,5.0,2015-10-27 04:02:44
VZWGjvHlOh3UIxRK7Ljilg,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2015-12-28 19:31:08
rP63fpmWbv_FyVhAOHGw5g,XwnkfMUiyH-OsJXbmbOK5g,3.0,2018-08-18 20:32:38
MGIfvuAcgbUtRnhWa_Jm2g,fnGZspqyamRremXor0sAyg,3.0,2008-10-10 16:14:18
tbI8YO0O51Mrm_yIiD9Ptw,13UbOVDFdxloxaient5XWA,5.0,2016-04-28 00:26:28
vxvfgxje1-H2B5hv_xVrRA,HMkjv277ZaW_2tZelEn6LQ,5.0,2014-09-18 21:23:12
xycmMcPSt4QuMrcF6z-Q3A,zu4p6IZLSVn2Noto-vcwzw,3.0,2015-05-11 20:12:12
nGVecRWtFersLDLEGlrmhg,0qu0fNTOsSmuREYVIMPuIQ,4.0,2018-08-31 14:52:38
m8wOzxxGYqZ2apujKz_kWA,34Eqv8jXgxg_EEwcsNgeeg,3.0,2014-04-10 18:48:23
0tx2c_tQS-P4osULK_qtEQ,HMkjv277ZaW_2tZelEn6LQ,5.0,2013-11-07 22:22:33
ykxYd_rpDeBBc4D3GkCRtA,wFES5bGDiPANW13hNHnXOQ,5.0,2013-04-29 15:56:15
EEuPznFafnWSgQA9gSS5QA,SZU9c8V2GuREDN5KgyHFJw,5.0,2012-08-04 00:32:55
kTqWyzGZ7OvNy3KxqWw1iw,jW4a3W9-UkFxpglHvo_Kqg,5.0,2015-06-28 00:44:33
pZ7rMnJWtDa5zH3rVyvv4w,0qu0fNTOsSmuREYVIMPuIQ,5.0,2011-09-06 21:59:21
CwvD4ic5a7hu29gBFP3-PQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2015-04-21 23:50:39
0yym5ygVbwtUVwP0wRcYgg,34Eqv8jXgxg_EEwcsNgeeg,5.0,2011-11-07 08:55:02
gWPH18Pb98LAmM0wKuvFKQ,jW4a3W9-UkFxpglHvo_Kqg,4.0,2013-06-05 20:10:03
icLjtzmlm2nbFfvmd6MHQw,qdpdUjdkEUpzYDdce2yZng,4.0,2012-03-15 02:22:11
lJ7onHvvZeuxTAutWVxNtA,SZU9c8V2GuREDN5KgyHFJw,2.0,2012-08-29 00:49:27
2LFigtN_io3QOjTsWXN2hQ,34Eqv8jXgxg_EEwcsNgeeg,5.0,2015-05-18 17:26:50
xQDzAbcB4vlKLusFUcHv-A,qdpdUjdkEUpzYDdce2yZng,5.0,2017-08-03 21:29:34
KyJSY3WESnX7Jukj21S2SQ,29YqJwOGEuAWqlHZxMc1OA,4.0,2016-01-02 21:18:56
TVYRUXfUIruPq-DF-vUmzA,0qu0fNTOsSmuREYVIMPuIQ,5.0,2015-04-21 16:38:38
bfSuJtjD8By7ByylmJDMGw,gebiRewfieSdtt17PTW6Zg,3.0,2014-06-04 15:44:45
gg58sdBOrgAMKCRDsqap7A,SZU9c8V2GuREDN5KgyHFJw,3.0,2013-05-18 15:22:06
b3dZmnnTg4VYwEUnVUmxJQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2016-07-13 19:02:51
rDORGCGHV984OBXwqu2FYQ,zu4p6IZLSVn2Noto-vcwzw,4.0,2009-09-09 04:56:39
nsB75f_4wmkXANRxX3eOjA,34Eqv8jXgxg_EEwcsNgeeg,4.0,2016-08-16 10:15:16
WtYO6iJmb5duHPqoNszKAA,uO39--k_hrCFgZh-Bl8m8A,5.0,2016-11-16 23:55:14
I6YARR1VloAua-buFULo1Q,fLk_N8vU25DNZmbU-70gkw,4.0,2010-04-13 03:50:48
g5x2U-eZBJsC9JXvdgJg7Q,29YqJwOGEuAWqlHZxMc1OA,1.0,2017-05-31 15:05:49
swhEvEjL9kjKNPPCZ645JA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2018-07-03 19:29:40
Y6cYyzcNQcuNI9hkG_KXNg,SZU9c8V2GuREDN5KgyHFJw,5.0,2012-11-19 06:17:16
_ZuyuN1TKVnHmM5DiWQWuA,syuKX2pH3JJhOOppzNI6SA,5.0,2016-02-20 01:07:25
TpZN51jtAZTu7BjYxTfpjA,SZU9c8V2GuREDN5KgyHFJw,3.0,2013-09-12 17:29:05
2pxh0iO3gV7mBSVkbbjuCg,uO39--k_hrCFgZh-Bl8m8A,5.0,2015-08-11 16:45:27
ba0OWC44jSEPWts_PIcYLw,XwnkfMUiyH-OsJXbmbOK5g,4.0,2016-12-28 05:03:03
-1WbN1Qd-opw8u3uEqs2Kg,SZU9c8V2GuREDN5KgyHFJw,5.0,2016-03-25 22:47:43
vTLCGXBEC8aKv0LE1lGP7A,-3AooxIkg38UyUdlz5oXdw,1.0,2017-11-15 22:22:58
3xk_GfOcGsAT6viSFxtRXg,HFhjwiTaIzXrKCPiN5EXmw,4.0,2010-06-07 23:38:40
nzvB1aCkNdBTAkQQOrVofA,0qu0fNTOsSmuREYVIMPuIQ,1.0,2012-10-19 20:40:59
RNDbRwXjFzAKIeeF53_FDA,kZtl_NJjUnlIQgzFrBhXyQ,5.0,2015-10-20 04:06:14
Gh4Tb2qCBUCOd5r7jqKnGA,PPcz-0UtIJ8O7xDT551y2g,3.0,2016-10-05 16:17:48
5WbTxJiB4y5kVkWTRKQ0RA,-3AooxIkg38UyUdlz5oXdw,2.0,2013-11-23 02:18:56
e2Jg-0yn6S2K02EnFGz-Iw,wFES5bGDiPANW13hNHnXOQ,5.0,2016-03-13 01:02:17
veapnahjpPEGPP_MugL0xQ,SZU9c8V2GuREDN5KgyHFJw,1.0,2016-12-30 00:37:12
eMLQOHyjEQWbR6mULfllVg,-ujBP1Dw0j1-Ffaz97-LXQ,4.0,2017-05-31 10:25:39
fqDTCrrUCutj-_6bMAua5w,0qu0fNTOsSmuREYVIMPuIQ,4.0,2007-04-17 06:21:30
QM0FkPoW1KSRlBW7fPhcVQ,SZU9c8V2GuREDN5KgyHFJw,1.0,2013-07-21 20:02:51
iriGZl0M9uQ2LlJW0QjyNg,SZU9c8V2GuREDN5KgyHFJw,4.0,2010-12-09 04:21:55
qVgjrCh20VNSm04oCJYNUQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2017-08-21 05:42:31
m9jX0MoHjCmo5eaobyEf_Q,SZU9c8V2GuREDN5KgyHFJw,2.0,2012-09-22 08:09:51
uJFk1aKnR9SRr8UYoDwhxw,29YqJwOGEuAWqlHZxMc1OA,3.0,2014-03-22 05:53:57
PRWRixLlGUL9KsBSaFPVeg,MAIfD4kJDCydgoD1l2b_vw,5.0,2013-07-01 17:41:20
vMIvQ2rSdKKSBQw3W_SbjQ,gebiRewfieSdtt17PTW6Zg,5.0,2014-05-19 19:47:05
B5s_DCLVrBLrL8U6TEVlwA,-3AooxIkg38UyUdlz5oXdw,3.0,2012-04-09 09:10:47
rni3BL-g61C5Bd2cRF56Sg,-ujBP1Dw0j1-Ffaz97-LXQ,5.0,2017-05-15 21:14:12
ao5q0M_RsZgpfj74NqrBeA,34Eqv8jXgxg_EEwcsNgeeg,5.0,2015-10-04 20:09:33
jDiu4o9QdKjQP_ccmjzu7g,0qu0fNTOsSmuREYVIMPuIQ,5.0,2013-07-24 03:43:48
mwOkbVlRdpq48Si01ZDbAg,PPcz-0UtIJ8O7xDT551y2g,3.0,2014-12-26 15:40:48
vY1UTc2fOo0M5tsnbpVUBg,SZU9c8V2GuREDN5KgyHFJw,2.0,2017-09-25 22:13:48
SGOhpW4XGMidNIv-9HSqQQ,ifjluUv4VASwmFqEp8cWlQ,4.0,2015-10-02 06:06:49
ZEY7vU1ZYAR-p8_4devv5w,SZU9c8V2GuREDN5KgyHFJw,4.0,2017-06-21 00:55:55
Io-z5vAHPDtjagOHuy_xfA,T2otvNcawDSkhykOG2tOLA,4.0,2012-07-21 23:01:58
AO6OQlID9bHJWEX3Bfi0rA,gebiRewfieSdtt17PTW6Zg,1.0,2016-04-05 05:07:08
ZZnWLmCBCOSzGCnywD6qkg,SZU9c8V2GuREDN5KgyHFJw,2.0,2013-01-17 02:16:30
eZPAyB9kBP7q8MYI68ffuw,3RtMd3VZ21WL5auDr6Jp9A,4.0,2012-04-14 15:44:55
3w8cOLJGdB9RpOo_ri0HDQ,jW4a3W9-UkFxpglHvo_Kqg,1.0,2017-05-29 16:48:55
Wd8tyoZwCQe2PuOi1zUJDA,UFpCraqzFBAhtZqmxmiWsA,5.0,2018-06-12 06:33:47
stUH-RZfwclXH_aq_EtrJg,MbzgGsMQpGyVrUJXi_Jw0Q,1.0,2015-09-05 19:46:23
nWW9KJZNkajzOGCOoAenOg,wFES5bGDiPANW13hNHnXOQ,5.0,2007-09-07 00:09:43
A8hNCkw27N6kxu7EbFdLuw,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2013-09-13 08:00:19
pNisQZcOKrXz-UtNFyr19g,wFES5bGDiPANW13hNHnXOQ,5.0,2017-09-03 04:56:34
GRiuOBjWqpFYO6MfUFkXmQ,sxuv5uZU15UHGT_HB1xYxQ,5.0,2018-05-11 20:49:52
B_BBA5vukbHfL7GCl4yVHA,-kY_HDP7IMvGl-kBIZVU4A,5.0,2014-09-16 21:41:44
YOPDOKyZA-dCVIo3k4Oq-g,sxuv5uZU15UHGT_HB1xYxQ,5.0,2018-05-24 01:09:25
7TR2HuPXpRMP3kJkMrultQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2012-09-23 12:48:14
4T9Buqv7HhvR6hVjwrZzTA,34Eqv8jXgxg_EEwcsNgeeg,5.0,2017-02-25 19:53:31
j6S-cl7ebAh5DeJ8Hv2gsA,MAIfD4kJDCydgoD1l2b_vw,5.0,2012-08-22 02:49:40
W98kehx7FhIEBowlrzQF1A,j-lxie7nEh3UeUTpiqekkQ,3.0,2009-07-02 05:36:39
gv28x4ugM5FHGI_Jkky4kg,gebiRewfieSdtt17PTW6Zg,3.0,2013-01-14 17:32:18
_1obK_iGuThMr6iP3cuNmw,wFES5bGDiPANW13hNHnXOQ,5.0,2016-06-27 18:52:55
UrP4wV8mcUlzPP3emVMQ5g,0qu0fNTOsSmuREYVIMPuIQ,5.0,2013-09-13 07:16:44
BQQm7tybQj_bEYIsPL1cCg,MAIfD4kJDCydgoD1l2b_vw,5.0,2012-01-14 23:35:50
SHn5pXg4BSUVQPxKPtrAfQ,-kY_HDP7IMvGl-kBIZVU4A,5.0,2017-09-17 18:17:11
aQjtp0RhkvLzsGQG9dQXwA,SZU9c8V2GuREDN5KgyHFJw,4.0,2015-08-14 02:19:36
Z_dUC3XUnsXm5sL_odjHmw,vsrryxBR2Jykl71qa1H6SQ,5.0,2016-06-04 17:54:10
IkvOwEZ7H3CFM7b6piXFyw,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2016-11-28 20:24:45
BA9CoGevQXNDR_5wE1z8GA,-Fka99c-tJ-epWYNIobqyQ,5.0,2015-07-23 16:06:44
TiIUOlomFkFq64qA_dJpnA,0qu0fNTOsSmuREYVIMPuIQ,5.0,2012-09-21 19:28:42
qe7abxUrWB6_yjpE3BlczQ,29YqJwOGEuAWqlHZxMc1OA,4.0,2010-04-02 14:40:53
fFvCQoOEb4IW-FqpTO2Z-A,IUgQmteI-mbt_qjL2ZENKA,5.0,2009-04-07 12:44:03
zNQLv0x5gDItUER3uT1WJw,34Eqv8jXgxg_EEwcsNgeeg,4.0,2013-12-20 19:13:00
L1_RUARo8t_0aIiauLa1Qw,gebiRewfieSdtt17PTW6Zg,4.0,2016-05-24 17:00:32
ckA6PwJswcCLC_raud3XmA,SZU9c8V2GuREDN5KgyHFJw,2.0,2009-03-24 22:32:41
o6UJMpHcpLJEvmKLrxLS3w,SZU9c8V2GuREDN5KgyHFJw,2.0,2014-05-16 22:42:10
W85gPWNx1V9Ug3dHPmU9zw,IDtLPgUrqorrpqSLdfMhZQ,4.0,2018-04-21 19:49:06
5POmxF9fRRL8zwYD_lbT1Q,-Fka99c-tJ-epWYNIobqyQ,2.0,2016-08-30 22:41:52
uIZWBUF9ovbXWG2dVJ6Zfw,IDtLPgUrqorrpqSLdfMhZQ,4.0,2018-06-05 08:10:26
-4k6_daQLOrJqO68LqFdYA,I0jFTYVDs-WHwKR2XHQlRA,5.0,2010-06-05 04:41:08
1Lw5zUifggEvY_8F7oNs6Q,sxuv5uZU15UHGT_HB1xYxQ,4.0,2018-08-21 18:30:11
3_ZGFBG4GatyzNcQMifVwA,3-dQbvti2EpSfs9jKcyIjQ,5.0,2010-12-19 19:39:26
xScXMvq4u_QQe4aqMKIgbQ,I0jFTYVDs-WHwKR2XHQlRA,3.0,2018-08-09 23:00:14
49q7n4nNtjY-TSqANyDZow,13UbOVDFdxloxaient5XWA,5.0,2013-05-20 20:31:14
KUAo9S6jqNPZgNZoHRkjVA,SZU9c8V2GuREDN5KgyHFJw,1.0,2015-01-25 09:07:36
0flC4h5_3MtPFK7hFDdO9A,qdpdUjdkEUpzYDdce2yZng,5.0,2016-12-29 22:23:48
f01HF6B3QdwiEZfh6XxibA,SZU9c8V2GuREDN5KgyHFJw,5.0,2016-07-19 05:58:25
juDSyjHQLO69WYDSrFCn4A,0qu0fNTOsSmuREYVIMPuIQ,4.0,2015-01-25 14:28:18
XAZQzHNwn2-hdil8lyNhUQ,13UbOVDFdxloxaient5XWA,5.0,2016-10-19 23:55:15
rwwvq0LWLW44GtF20SklBw,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2015-07-22 01:12:42
wKYsYIkXg49JqnVN4Q7iPg,-3AooxIkg38UyUdlz5oXdw,1.0,2013-08-23 17:46:23
eSVD0_bSsBhW103L-lgy8w,syuKX2pH3JJhOOppzNI6SA,5.0,2018-04-18 19:49:24
MNcMUaBXwGo-pWM-klsT8w,0qu0fNTOsSmuREYVIMPuIQ,5.0,2013-11-20 21:09:45
UwV6jBuTR1S9acT6bPTBPw,34Eqv8jXgxg_EEwcsNgeeg,5.0,2016-05-10 20:09:42
XWHjWgty2CaqVYYTPARlEQ,-3AooxIkg38UyUdlz5oXdw,4.0,2018-07-15 23:01:38
pjKe-0zt7lIe5XCu8krkjw,13UbOVDFdxloxaient5XWA,5.0,2016-02-06 23:20:51
NU-iFqfoRS9UBSR6A_2LPA,syuKX2pH3JJhOOppzNI6SA,5.0,2015-12-14 03:47:03
6eDwaQIV9WNoHKd6a9nHhw,kZtl_NJjUnlIQgzFrBhXyQ,3.0,2017-09-12 20:55:11
ipWdueyiQf5Ue6aekA9a1A,7IdIGemGZodDAA_9mJCigA,2.0,2016-02-28 22:13:15
yfdgP9r9DUOdZ98Y4EWgEw,k3lTRgvPvYUI-cX7_TAqNA,5.0,2014-09-14 20:48:51
oX7o1TH0PHUWp9r9ry9_vw,HQ-C47_Xi5it1KzwEc0u0A,3.0,2016-04-03 19:00:00
8WDGMSf1nmtUI0RP1faSUw,MbzgGsMQpGyVrUJXi_Jw0Q,4.0,2018-05-04 21:27:13
67cbPi1UORyC1gUdXkwkqw,34Eqv8jXgxg_EEwcsNgeeg,4.0,2011-06-11 01:10:24
BVSFv2JtnQOaDHN2MMvQdQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2015-08-12 23:24:55
tjET63TBEi2keAzBS5_RTw,vsrryxBR2Jykl71qa1H6SQ,5.0,2015-11-01 21:57:02
Ll_T2A5pqCZU7TlJkUru1g,I0jFTYVDs-WHwKR2XHQlRA,4.0,2007-02-05 05:31:35
pMiC-G-68BQSlClYm_mGxw,XwnkfMUiyH-OsJXbmbOK5g,2.0,2017-02-13 19:19:26
qWSBR_qKRuRhYsRqBz9Jdw,PPcz-0UtIJ8O7xDT551y2g,5.0,2015-07-24 03:57:02
BL1kdcKTvXYbxqk3AZUJeg,HMkjv277ZaW_2tZelEn6LQ,5.0,2010-09-10 19:15:54
mwE2gZURv2p-I3W0fjAbew,13UbOVDFdxloxaient5XWA,5.0,2016-04-22 03:04:40
lYN8hKFqBjd8PPfQCTBRiQ,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2016-01-23 17:30:55
MGrNMMePj0kw-6LIL1SflQ,MAIfD4kJDCydgoD1l2b_vw,3.0,2013-08-09 18:59:21
z5amN-SuxAVC5ocTNRFBNg,syuKX2pH3JJhOOppzNI6SA,5.0,2017-07-24 22:14:08
I-IZYLdFolNIQGGpbT8NoA,0qu0fNTOsSmuREYVIMPuIQ,5.0,2016-01-25 00:04:35
oXwcvRGUXdHPKYwbYeyiew,sxuv5uZU15UHGT_HB1xYxQ,1.0,2018-03-12 03:20:15
LgQfpRHeh5ESTbuMKgnFfQ,29YqJwOGEuAWqlHZxMc1OA,4.0,2008-02-11 17:50:30
akVV8m8TdYgTrHw1PTsoaA,gebiRewfieSdtt17PTW6Zg,5.0,2013-01-16 07:59:23
yiAOgAGIdo3MilHC4ovX4Q,vsrryxBR2Jykl71qa1H6SQ,5.0,2016-09-23 19:34:17
p2sn7wH5wAZJUwq7PYPVMw,0qu0fNTOsSmuREYVIMPuIQ,5.0,2015-02-01 04:08:03
WgnlVZupX1GuqUC-PtY0CA,13UbOVDFdxloxaient5XWA,5.0,2018-03-23 05:32:48
v2hkSt-LaWKZlGB78o8aFg,-Fka99c-tJ-epWYNIobqyQ,1.0,2016-03-15 07:11:00
lIweRYjfLYmh1SpVq0TLeQ,SZU9c8V2GuREDN5KgyHFJw,4.0,2011-03-03 07:00:38
A9XPBaOwTe1Chn9kgM0q9Q,34Eqv8jXgxg_EEwcsNgeeg,5.0,2015-09-16 17:38:51
gmw_DJMJVgEAq6roIA1MDA,MbzgGsMQpGyVrUJXi_Jw0Q,5.0,2018-08-09 16:54:02
hIJv2OVvo9C2Vm7NbA2vYw,sxuv5uZU15UHGT_HB1xYxQ,2.0,2018-05-22 04:33:17
btnj1i3B5JSQgZXYFlC2xA,qdpdUjdkEUpzYDdce2yZng,5.0,2018-09-08 20:57:01
RoONIER4YGF6kD3clBsEuQ,HMkjv277ZaW_2tZelEn6LQ,5.0,2011-03-30 01:21:35
ms7gg62p6gEfc6-YHNaebQ,MAIfD4kJDCydgoD1l2b_vw,4.0,2014-04-28 03:55:19
lnvKPvwLOi4MsQyLoD6qIQ,wFES5bGDiPANW13hNHnXOQ,5.0,2018-05-03 14:35:51
OmjMNG77obZOKQ59o-Tx4Q,D1OT9vuepvXJrn5VDgm4YA,4.0,2011-04-07 03:50:59
ef8SS4xb3Db9fr9PCMSVPA,sxuv5uZU15UHGT_HB1xYxQ,5.0,2018-03-28 02:26:08
9MtIvSW2AVAnS6cbYH-HcQ,sxuv5uZU15UHGT_HB1xYxQ,4.0,2018-06-24 00:31:02
N1kBTC4fV0DKmlZyEEzFtQ,T2otvNcawDSkhykOG2tOLA,1.0,2016-06-30 16:40:45
SV923QEu1ms-xOZucdEroQ,vsrryxBR2Jykl71qa1H6SQ,1.0,2015-11-04 04:07:37
QbPvjls1yaMiwkr63ukIqw,HQ-C47_Xi5it1KzwEc0u0A,5.0,2014-09-04 02:25:06
EAM7aofNNMpE3T_wCINLhQ,-3AooxIkg38UyUdlz5oXdw,2.0,2011-12-10 21:56:55
O4XdImnpqgWug2XpWd84fg,-Fka99c-tJ-epWYNIobqyQ,2.0,2015-12-14 03:17:01
sJuQyfYp8ynN5gfzniXybA,SaUbh0sMSev8gKNJYtC76g,2.0,2010-09-10 06:13:04
Byq8Y5PNSqWIl2AvTBmPBA,PPcz-0UtIJ8O7xDT551y2g,5.0,2015-03-15 15:26:39
Kgf1oawdOXGVxYAKb9sGrg,0qu0fNTOsSmuREYVIMPuIQ,4.0,2017-05-07 02:03:16
m1c2vcJ9yc1BuIK5xhDUZw,34Eqv8jXgxg_EEwcsNgeeg,5.0,2013-10-28 01:23:14
Vjhifk35om7wbrtVHsBJIg,34Eqv8jXgxg_EEwcsNgeeg,2.0,2013-03-04 20:28:04
FO5KdOZENblC6eL1McxxHA,I0jFTYVDs-WHwKR2XHQlRA,4.0,2009-01-13 23:21:12
c1wsB-8UD2P_5f6oBqCRYw,a1E2BPYnufFzb6YX2pplJg,2.0,2009-08-30 06:22:39
pU1wTF12k56C7mC9O4lRdg,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2013-12-22 00:16:00
qTe02GbMDYN7DpRBuDA2NA,uO39--k_hrCFgZh-Bl8m8A,5.0,2012-09-02 05:31:17
DeZ_FlVfFEVtjokeW1TNPw,wFES5bGDiPANW13hNHnXOQ,5.0,2013-11-02 18:56:58
tvtj2zMK8ZPvhsheadKBbg,qdpdUjdkEUpzYDdce2yZng,5.0,2010-06-12 04:19:48
qeE03aKciG8Gb4c2vtEMaw,34Eqv8jXgxg_EEwcsNgeeg,4.0,2009-09-09 16:44:29
Z-a2LFHKzVN9ZXEGit-tRA,kZtl_NJjUnlIQgzFrBhXyQ,4.0,2017-04-25 15:06:10
BDqTIVaLfIGVdoty8vChZg,2bl6G1zgXUHbMGwEocqMSg,5.0,2017-10-07 04:30:54
YraK909AiJ4x3se34lz1eA,2bl6G1zgXUHbMGwEocqMSg,5.0,2016-10-08 01:40:39
sMRucNvjaoSrvo6Jo5yjhA,kZtl_NJjUnlIQgzFrBhXyQ,3.0,2012-01-24 02:31:06
G3yhe9H6OtGE3JybHukHKw,0qu0fNTOsSmuREYVIMPuIQ,5.0,2016-05-22 15:24:37
NM85yO-GcWARvF7g3rY6UQ,2bl6G1zgXUHbMGwEocqMSg,5.0,2016-01-13 23:12:32
mV8maYKKQOojS-qjDfcEgg,0qu0fNTOsSmuREYVIMPuIQ,5.0,2018-09-29 22:02:19
wd4auFDa78rT-R0XcHgjHw,34Eqv8jXgxg_EEwcsNgeeg,5.0,2016-03-25 20:44:24
M0XvswAWGzwksMAGAx7xaQ,gebiRewfieSdtt17PTW6Zg,1.0,2011-08-19 03:26:49
