business_id,name,stars,review_count,city,state
z9-8KvMAlVK46De-G3sNJQ,Blenders In The Grass,4.0,239,Santa Barbara,CA
2OJqIloZMAZXCW3uzF8jJw,El Sitio,4.0,37,Santa Barbara,CA
i3pBufSYEgx3_nLxxRrtGg,Maeda Restaurant,3.5,6,Santa Barbara,CA
W7gSJz80DywKnPRIGjA2Bw,Derf's Cafe,3.5,126,Santa Barbara,CA
V2cQOeZwPBmjpln6_p1Ygw,Stearns Wharf,4.0,297,Santa Barbara,CA
P3cXIii05nXGTvwW0Zws6Q,Jensen Guitar & Music Co.,4.0,18,Santa Barbara,CA
ZJrGrghbNx4WTPb5cL2GFw,See's Candies,3.0,11,Santa Barbara,CA
oJwMmSZKJOnMboZ_z67MZw,Revolver,4.5,93,Santa Barbara,CA
z64NmuzWMMmJty6gE_3nWQ,Vons,2.5,24,Santa Barbara,CA
ERzIS-WRLw-80_B4yqcG3Q,Chuck's of Hawaii,3.5,260,Santa Barbara,CA
IZZ7J14VnJGyUqYH1tgT6w,Satellite,4.5,159,Santa Barbara,CA
U3grYFIeu6RgAAQgdriHww,Brophy Bros - Santa Barbara,4.0,2940,Santa Barbara,CA
-veGIq3SvwFMi5ZwMSIqkg,Red Sand Market and Deli,4.5,11,Santa Barbara,CA
kxxexMsFL4xJLIafhXXFlw,Esau's Cafe,4.0,160,Santa Barbara,CA
NWwVZnCb8-Oh9QWWAb2T2Q,Somerset,3.5,100,Santa Barbara,CA
oJsuZohTOk7oTiA7K3aqRw,Mi Fiesta Market 4,3.0,7,Santa Barbara,CA
q36uZc2hQml10YGHazJaoQ,Secret Bao,4.5,145,Santa Barbara,CA
nYPzsOjvida-ne7swSPHpA,Santo Mezcal,4.5,990,Santa Barbara,CA
MmN1qpG224QxOeq72DpN2g,Aldo's Italian Restaurant,3.0,311,Santa Barbara,CA
9ugpNKKhnYRa51qXoxUw_A,Lilly's Tacos,4.5,1219,Santa Barbara,CA
NMnn6FJkW802ldqdgScVxQ,Las Aves Cafe,3.5,39,Santa Barbara,CA
e63pcbZaXxSY_YyhBol-bw,The Roundhouse,2.5,22,Santa Barbara,CA
cAbdvzqtFLaAAMFIyPf2AA,Holdren's Steaks & Seafood,4.0,544,Santa Barbara,CA
IXQH9-nnTWZFgBF0V3MH-A,Cali-Forno Pizzeria,4.0,16,Santa Barbara,CA
_l05Dd6BKBAiJKX71bLq6g,Open Cup Coffee & Tea,4.0,11,Santa Barbara,CA
iIwnJPJJMVExGDwRE3UhUw,Williams-Sonoma,3.0,30,Santa Barbara,CA
u3uB0GD7cVf5NC-AFHdwnQ,Golden Line Coffee Bar,5.0,10,Santa Barbara,CA
IG-CwPl5mb6-hmpFjXUIvA,Choppa Poke,4.0,52,Santa Barbara,CA
5vIfUavd23X3lBzjnnc4QA,Winchell's Donuts,3.0,21,Santa Barbara,CA
v4AMcIZ--hXZuJIg3luUgg,Tamira,4.5,778,Santa Barbara,CA
-r6nmLB5Vi2TLQCxh0_dtw,South Coast Deli- Carrillo,4.0,215,Santa Barbara,CA
Hj44PIrCtv61ETVclzLMwg,Jeannine's American Bakery Restaurant,4.0,380,Santa Barbara,CA
NTWeW_PgQjIZ38h8St7mCQ,Posies & Sugar,5.0,14,Santa Barbara,CA
ng12rnK6ZGFddlC15c6Pqg,Haggen Food & Pharmacy,1.5,9,Santa Barbara,CA
Qy6PgrvD6iYOtkd56ldTXQ,East Beach Wine Co,3.0,18,Santa Barbara,CA
i22asj2c65z6KDR5ochvXQ,BranchOut,5.0,12,Santa Barbara,CA
LgSEHsI9DKyeGVGtn61tEg,Ana's Taco Bar,3.0,85,Santa Barbara,CA
mAqgsZBTN-wsShMpkz2o9g,Cantwell's Market & Deli,3.0,142,Santa Barbara,CA
sor6oj-nuslOcSx7di4urA,Santa Barbara Fish Market,4.0,327,Santa Barbara,CA
WuaB_R6EOFp0S8D5C8eKYw,Sublime,2.5,9,Santa Barbara,CA
U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,4.0,980,Santa Barbara,CA
b2Za53CjptGyf9K0fFnrAg,Petrini's Italian Restaurant - Santa Barbara,4.0,233,Santa Barbara,CA
UCf1qieF9Lss61Te-Qnacg,Sushi Cafe,3.0,10,Santa Barbara,CA
L9QTAucz_in5f-ufCrvb1Q,Live Culture,3.5,43,Santa Barbara,CA
iaLaRfHUysXkKd1iNCTWbw,Cebada Wine,4.5,67,Santa Barbara,CA
Aj44kUBmEfJlUsGCvKJKtw,Starbucks,3.0,21,Santa Barbara,CA
zVxDd79gdZcfz-O14QBCrA,Snack Shack,3.5,12,Santa Barbara,CA
H5bsmYmdO3FBVQHC3jfx2g,John Dunn Gourmet Dining Room,4.0,5,Santa Barbara,CA
iOYjF9CY-X3KY5wS5opyfg,Cliff's & Co Restaurant,3.5,8,Santa Barbara,CA
3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,4.5,292,Santa Barbara,CA
dDU-0EW4Asx-RnM-vULFQw,Lighthouse Coffee,4.5,87,Santa Barbara,CA
8vMULlBjFJyS_836tOKnVQ,World Market,4.0,56,Santa Barbara,CA
4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,4.0,121,Santa Barbara,CA
0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,4.5,22,Santa Barbara,CA
sjWf71VmU5HIwqX8RGCLJw,Riviera Bar,4.5,22,Santa Barbara,CA
Gz3vi3dVKMylBb8HV1tP8Q,Blenders In the Grass,3.5,68,Santa Barbara,CA
etqiTJ31Bl3Fuh3CWTSHxw,The Coffee Bean & Tea Leaf,4.0,49,Santa Barbara,CA
LsniEK_m_Jbj7JMbT4eRxQ,101 Deli,4.5,28,Santa Barbara,CA
omnCKxL0f_akh0eYeJxjDg,Seven Bar & Kitchen,4.0,353,Santa Barbara,CA
uQSCNdPI0dC_sPsOh1U8NQ,McDonald's,2.0,41,Santa Barbara,CA
z-9_8ot2TnKL9DX4k3MYMQ,Palazzio,3.0,345,Santa Barbara,CA
kfK0iQyhLIN3gOIzbLYwFw,Ruby's Cafe Santa Barbara,3.5,24,Santa Barbara,CA
6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,3.5,477,Santa Barbara,CA
0iLgVQpBeIYYwQZIblTTVw,Cafe 154,4.0,10,Santa Barbara,CA
1XoX4eLYyfK4b8l_TqiPUg,il Fustino,4.5,28,Santa Barbara,CA
fMWi5o0U30MK2JgvRl_blA,Mama Lu,3.0,45,Santa Barbara,CA
ZyplC1MYtyPS3dxuBTLziA,Baskin Robbins,3.0,29,Santa Barbara,CA
UiJiURqivPDuvMsFgRF3yQ,The Honey B,4.5,215,Santa Barbara,CA
YoHFJVHTyS5ZtrSTaXt6Jw,The Santa Barbara Art Foundry,5.0,21,Santa Barbara,CA
XkZwD46WcsAlbpg1inwbLQ,American Ale,4.0,194,Santa Barbara,CA
x1-RLqVvspmksSiICHCcRw,Delaney's Desserts,5.0,8,Santa Barbara,CA
cCi63HyU5XtjCaCVw0qJCw,M Kitchen,3.0,15,Santa Barbara,CA
CNVbKrqBr6NdKqzCYLeZrA,Hi Time Stop & Shop,3.5,7,Santa Barbara,CA
IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,4.0,374,Santa Barbara,CA
1oGCzoCC6HnQWpdK9cCP0g,Low Pigeon Coffee Roasters,5.0,93,Santa Barbara,CA
bkCM8JR0ti4WHtG19DKgfA,The Pub,3.0,13,Santa Barbara,CA
oTcezJoCe30NrwiNFsoLXQ,The Little Door - Santa Barbara,4.5,137,Santa Barbara,CA
y1ZPi7c6sSkWdE1p2vUo-Q,PizzaRev,4.0,142,Santa Barbara,CA
1lwulkAD5htni3rbHW8oeg,Subway,3.0,11,Santa Barbara,CA
ebJav941naDgngDP2EIRHw,Panda Express,2.5,51,Santa Barbara,CA
Vc-hDuD19_eeJ8ULZmLSCw,Stone Age Restaurant,3.5,98,Santa Barbara,CA
j3Ml_qEFnDOaH5miNzG6xw,Rose Cafe No 2,3.5,173,Santa Barbara,CA
0tbscjPg4IzURekIn_CJ1Q,Juice Ranch,4.0,150,Santa Barbara,CA
0nR7jHCkFEzmA1n2b5g1nw,Basil's Italian,4.5,64,Santa Barbara,CA
8Npqlzl494AIMX_4pP4MJw,Drake Wines,4.5,73,Santa Barbara,CA
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,4.5,263,Santa Barbara,CA
HGRR2w9KddspVBYA-4bSlQ,Sunnyside Market & Deli,4.0,12,Santa Barbara,CA
0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,4.5,72,Santa Barbara,CA
wUHUyTrOpUcTVTQpyZFo8w,McDonald's,2.0,34,Santa Barbara,CA
COSC9JC0Vjr89CaTZuPkUA,Santa Barbara Craft Ramen,4.0,477,Santa Barbara,CA
ZY4M_fKW8aSUpsUzeh5fuA,Elements Restaurant and Bar,3.5,42,Santa Barbara,CA
iuTj4Se42VUto09Stkiq4A,Teavana,3.5,19,Santa Barbara,CA
22q2wGlAmJN8MkhZl2RzRw,Sakura Express,2.0,34,Santa Barbara,CA
E_ac8Q20OJD9L8cafCBKaQ,Milk & Honey Tapas,4.0,534,Santa Barbara,CA
oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,3.5,260,Santa Barbara,CA
tyt3pz0x3ZB8GXsSx1a9Aw,Roy,4.0,251,Santa Barbara,CA
yE8r8JXplgnr4XxRivkdLw,Chef Karim's Restaurant,4.0,28,Santa Barbara,CA
fO89arPgWzq_1YYQYLS4Yw,Wine Tasting Designated Drivers of Santa Barbara,4.5,85,Santa Barbara,CA
CkENBnSJFfPA1hY0qrqfCg,Carlitos Cafe Y Cantina,3.5,731,Santa Barbara,CA
qM2gfO-cqpDzxmIX-XzuWA,Plow & Angel,4.0,77,Santa Barbara,CA
9u79dIXLQzmt9rnOZEnBaQ,The Habit Burger Grill,4.0,306,Santa Barbara,CA
r_UPGh9GHMyBhPVMKVxRuw,Cajé Coffee Roasters,4.5,36,Santa Barbara,CA
-I7M6l0h46VdiN09Y1NUZw,Apna Indian Kitchen,4.5,246,Santa Barbara,CA
ToqcYJVdnrp4fefaucm-Vg,Lele Patisserie,4.5,19,Santa Barbara,CA
9CBW1G-JR9ioTgwFTK6kbQ,Minnow Cafe,4.0,12,Santa Barbara,CA
NmexnuLm3zyKxsgwbCe7ug,The Lovin Spoonful,4.5,67,Santa Barbara,CA
o4IiNbNybcy-L4vzTSoDJw,Ca' Dario,4.0,672,Santa Barbara,CA
pqlCSlwPp3unjiEBcZe94g,Room For Cake,5.0,6,Santa Barbara,CA
xmYXjgEMauD9XYlyeSIaqw,il fustino,5.0,6,Santa Barbara,CA
4sOLSCiwSdHhzcXC9Sd0xQ,Northstar Coffee,4.0,23,Santa Barbara,CA
lmQjsnT_IK_OOdsbghiojw,Miro,3.5,50,Santa Barbara,CA
hoDYuaDkTNvqAZdxruZADQ,Epic Bowl,3.5,35,Santa Barbara,CA
y0zNj0TAgNeAkE-wNphWsg,Arco,1.5,6,Santa Barbara,CA
EzhRlsTdACV60rOgrGYyqA,IHOP,3.0,98,Santa Barbara,CA
2l-spLLGUzRiZg8dF623Nw,1114 Sports Bar & Games,4.0,144,Santa Barbara,CA
g0lCOgLkkByZrhmwYzP5KA,Nuance,4.5,83,Santa Barbara,CA
RoGcpdwIe_k6Xhs71Wfs8Q,Victoria Market,3.5,13,Santa Barbara,CA
KC8_Rx4Orlsz8LIonCYXsA,Santa Barbara Brewing Co,3.5,642,Santa Barbara,CA
3DSgJFIaXjdknbZn3LSnPQ,Dart Coffee Co,4.5,123,Santa Barbara,CA
-H-fZonTLitwHFY_PLAIjA,Taffy's Pizza,4.0,192,Santa Barbara,CA
_cWBP-lW9RETw77prVle1g,Bitterman's Deli,3.5,28,Santa Barbara,CA
XkmJfBmH-G7eLiq8vJnJRQ,Cutler's Artisan Spirits,4.5,50,Santa Barbara,CA
kV1u9p8AEV7ItPlgXVODxA,Thai Kitchen,3.5,10,Santa Barbara,CA
5dGu7C1UEPLs_FIj_Qin0g,Santa Barbara Organic Kitchen,3.5,5,Santa Barbara,CA
0LXeNx7wGTqbMSwKkGC3xg,Altamirano Mexican Restaurant,4.0,24,Santa Barbara,CA
AjkqL34NYepP8IRd0zc1xg,Nite Bite,4.0,17,Santa Barbara,CA
-Lwq2vdrQolANLzEbYMPpQ,Le Crepe Shoppe,4.0,22,Santa Barbara,CA
rh6O8NtKJUhqZ0G2Pkpj2Q,Yume Sushi Japanese Restaurant,4.0,388,Santa Barbara,CA
UTp0yIaYklWD5BbQKz_85A,Smithy Kitchen + Bar,3.5,140,Santa Barbara,CA
5bDjg02rlg6ODEUT-UQT-A,Rodney's Grill,3.5,39,Santa Barbara,CA
Hl_vXTiYLozWo7T9Cq17vw,Aperitivo,5.0,47,Santa Barbara,CA
dld9HhmtWlZwM-8evbtUlQ,Super Bee Rescue and Removal,5.0,14,Santa Barbara,CA
zYTQOpgMSMaFNkcCAvJR3Q,Arturo's Taqueria,3.5,6,Santa Barbara,CA
gYrHa4CckDjgOQc5B-yTKA,Reds Bin 211,4.0,101,Santa Barbara,CA
yuHv4P8RUG8rWKnx50azWA,Alchemy Cafe,3.0,12,Santa Barbara,CA
fHUAs1ec568wu-a_mRq7Rw,Jack in the Box,1.5,49,Santa Barbara,CA
cJjzBIPfMmps5NhNowKPpA,Norton's Pastrami and Deli,4.0,46,Santa Barbara,CA
IljCDlZnTftfZEruqa4sRQ,The Funk Zone,4.0,43,Santa Barbara,CA
uPaVoR6XHk12KT9KTr1WFw,ASIE,3.0,149,Santa Barbara,CA
30UDzHVB5Di80kAovPr21w,Robyn Loves Cake,5.0,11,Santa Barbara,CA
0c28ysQJ_M1fVToTFV-FWQ,Wingman Rodeo - Montecito Street,4.0,44,Santa Barbara,CA
pQh2GzkAnbLKiDqEpxcylQ,Barbieri & Kempe: Wine,5.0,11,Santa Barbara,CA
yIAgFdYQY3UdfDn-qO0K7g,Arts & Letters Cafe,4.5,67,Santa Barbara,CA
c0p9TawJSQHchy5aL8NWgQ,Rosales Mexican Restaurant,4.5,227,Santa Barbara,CA
3cnjGli5iwGsUF06Dne9Yg,Challwa,4.5,5,Santa Barbara,CA
9Ujw_PoR_Vv67gf4vsAk-g,Giovanni's,3.0,54,Santa Barbara,CA
-e8RwknT5szoLk9uBZjzcw,Riverbench Santa Barbara Tasting Room,4.0,121,Santa Barbara,CA
-ALqLSTzkGDMscHdxA1NgA,Su Casa Fresh Mexican Grill,4.5,29,Santa Barbara,CA
lOjaVGb2ZA1W7MdeB7bV5A,Albertsons,4.0,6,Santa Barbara,CA
GyWxMEMzRZJ-mb6OAq7jyA,Taqueria El Pastorcito,4.0,53,Santa Barbara,CA
iJp9sq8UddLSrUtIieoD0A,Good Cup,4.0,108,Santa Barbara,CA
Ukn2qaxEP0sbjoiwn2LwhA,Onus Donuts,4.5,37,Santa Barbara,CA
vyxxsn2l6ELF2Yoxr6BWcw,Westmont Dining Commons,3.0,7,Santa Barbara,CA
FYc3iwBUhGhxJAtJ6oRvJQ,Carl's Jr.,2.5,10,Santa Barbara,CA
im1dUk7C1YoqT-KPKBF4Ng,Sanford Winery Tasting Room,4.5,69,Santa Barbara,CA
4yBeWUqxuru02oZccjDN7Q,Taqueria Altamirano,4.5,12,Santa Barbara,CA
2NcOysjkx3eFi3xo8ndAUA,Renegade Wines,5.0,11,Santa Barbara,CA
-TjT3y-Glfnbt6LbKETAYg,Benchmark Eatery,4.0,544,Santa Barbara,CA
LEo6sBsQz3xrpKW-DQjTWQ,Panda Express,2.5,18,Santa Barbara,CA
QFh-h_OZ5Io-mBk32HN28A,Kyle's Kitchen,4.0,638,Santa Barbara,CA
b1shfPbHpkeWtbGbz5iAtg,Rudy's Mexican Restaurant,3.0,130,Santa Barbara,CA
wvD7TOuE-qUhkyXoi8K8hA,Taqueria El Bajio,4.0,246,Santa Barbara,CA
rU8HgGMR8Qd8_SkvKANdEA,iGrill Korean BBQ,2.5,65,Santa Barbara,CA
T0TAXNzN7oY1wRC8jslTjw,Telegraph Brewing Company,4.0,137,Santa Barbara,CA
jKocMyXjEqgb9dL9S5vrEA,Yankee Noodle,4.0,100,Santa Barbara,CA
CrWrO6KT5KKg_EdhAgKsaw,Cafe Luck,3.5,52,Santa Barbara,CA
ySXGwFTgDesGgD3UyUfVSw,Lunchbox,5.0,11,Santa Barbara,CA
CoZ2mpsMBP8HUG1ymKoZTg,Opal Restaurant & Bar,4.0,954,Santa Barbara,CA
8JGQnOj0N-0krAvLtioWHg,Rocket Fizz Soda Pop & Candy Shops,4.5,35,Santa Barbara,CA
Z0mBsgDzDnFAEC5o4X6G9g,Java Station,3.5,196,Santa Barbara,CA
l_slvEnh4v3W8BXF1gYlcQ,Baja Sharkeez,3.5,655,Santa Barbara,CA
9MsMKG0v3NstaPqKGYFVOw,Corazon Cocina,4.5,39,Santa Barbara,CA
Tfo88MgUweNHyOMfQ6TYGw,Bay Roadhouse Bar and Grill,3.5,92,Santa Barbara,CA
Lj1goFC0ar8bfmsoHhGVbg,Taco Tuyo,4.5,13,Santa Barbara,CA
d0E938M2_4kcuULUdnj-Xw,Brass Bear Brewing & Bistro,4.5,269,Santa Barbara,CA
hRoAwkrCWaqjBuYs4i9EYw,Taqueria La Colmena,4.0,108,Santa Barbara,CA
T5serOgucL236udCsZI0jA,Xanadu Bakery,3.0,38,Santa Barbara,CA
Go-vuNoQ64pojSRJ580SJQ,Velvet Jones,3.5,96,Santa Barbara,CA
eBxc95u_Gcs9bLST0UntOQ,Santa Barbara Chicken Ranch,4.0,378,Santa Barbara,CA
E3WUDYEvCVMplIFMgeN1xw,Cajun Kitchen Cafe,4.0,519,Santa Barbara,CA
UjgqSqa4Biy34pHSEdwj_g,Gino's Sicilian Express,4.0,253,Santa Barbara,CA
JpwG8sDNsHuD0f6NF6YuGw,Rusty's Pizza Parlor,3.0,164,Santa Barbara,CA
TWLH8nel96VXhKsuZ-R4sQ,Santa Barbara Urban Wine Tours,5.0,8,Santa Barbara,CA
abr7RHb5adfBWscv5DyLeA,California Brew Festival,5.0,6,Santa Barbara,CA
M8GN3mTBVC6iA80eRIdzgg,DeliverySB,4.0,14,Santa Barbara,CA
1Du1NruqJwxnzgEUHc42Jw,SB Sunshine Cafe,4.5,208,Santa Barbara,CA
0ac5lGA_0wdKDnib3y59Xg,Flor De Maiz,4.0,434,Santa Barbara,CA
Vt5gk5h5VlHXLu-cVKzOXw,M. Special Brewing Company,3.5,24,Santa Barbara,CA
sRopdCT6Hf0mwaAHJek7Fw,San Roque Market & Liquors,4.0,14,Santa Barbara,CA
ymDsgL5cHGMBVJ_gFT5p9Q,Sanguis,5.0,16,Santa Barbara,CA
G9rBwcWp56C8r6ZFwVuimA,Belmond El Encanto Dining Room,3.0,224,Santa Barbara,CA
ggkif8dgbPvsqf8U3FI3uQ,Taste Santa Barbara Food Tours,5.0,124,Santa Barbara,CA
2cRTgUdOx7PNOQ6C0nnnug,Bagel Market Cafe,3.5,79,Santa Barbara,CA
NcPL-huY-Ac2VjkZ5KsSRQ,Saigon In and Out,3.5,19,Santa Barbara,CA
UGADjVkBITKPU7I6sMO1oQ,Bella Dolce Bakery,4.0,9,Santa Barbara,CA
FH0MVF7kK0D76Hh4e7hXfQ,Jeannine's American Bakery Restaurant,4.0,575,Santa Barbara,CA
qVitsouI4aBiYx1_Fjn0Pg,Foxtail Kitchen & Bar,4.0,270,Santa Barbara,CA
USVks6B2Xkf0WLmLIiXqMA,The Hungry Cat,3.5,480,Santa Barbara,CA
EC9-hDcyqE8c_m03X3VhIQ,Panera Bread,2.5,31,Santa Barbara,CA
8ei40SEWTURN8ROo5mBiJg,Fire & Wine Catering,5.0,39,Santa Barbara,CA
scH9yupjqMr-XP3bzJGY0A,Wildwood Kitchen,4.0,218,Santa Barbara,CA
YANEffRwcoMTLMfmeY1Y8A,Urkeb,4.5,99,Santa Barbara,CA
8FgcWn7bdMC-TMrE4Q3xMg,Bangkok Palace,3.5,47,Santa Barbara,CA
XI6CauzyZbKceQSUqnrB5A,Paradise Springs Winery,4.5,67,Santa Barbara,CA
J2gkKCIOhmMTDIt0CKkXAg,Turnpike Shell & The Point Market,3.0,42,Santa Barbara,CA
P5cgKbK-cQqqZj0I3_DW0g,Roost,4.5,73,Santa Barbara,CA
wJiaLWAxfqDeFsmE2cI8tg,Lazy Acres Market - Santa Barbara,3.5,244,Santa Barbara,CA
630njXSiAryjnEjGc6FAhw,GNC,2.0,5,Santa Barbara,CA
zV71Cfo4_jnkpr5_KH2HWw,The Zia Cafe,3.0,9,Santa Barbara,CA
RqmKdsCh53VCr50QHybrAQ,Mesa Liquors,1.5,5,Santa Barbara,CA
iFqeo1OrIcH8k4N0Oy6yJg,Santa Monica Seafood,3.5,20,Santa Barbara,CA
SsHMgOW3TT48Z7jeV5beqQ,Kimchi Korean BBQ,4.0,312,Santa Barbara,CA
NfHhm-3-zyeBBBwX0rNonQ,The Berry Man,4.5,6,Santa Barbara,CA
a9K3jxNUUe6jr1uh8FsakQ,The Patio Cafe Santa Barbara,3.0,65,Santa Barbara,CA
iBBV8vesQ8fo2IQA7an1JA,Jane,4.0,733,Santa Barbara,CA
7kc2qp0PINf5qW8soYREYw,The Point Market at Coast Village Chevron,3.5,33,Santa Barbara,CA
PBtNupbFFNj3iV1E1kr5bg,Smart & Final Extra!,2.5,24,Santa Barbara,CA
Umywf9wstVwg30wROIrL_Q,Oveja Blanca Restaurante,4.5,47,Santa Barbara,CA
6wPNzf-HzS-TDt6CjI_LSg,Silver Wines,4.5,22,Santa Barbara,CA
5pyYBpuNOAqgN9nSpk8vaQ,Madison's Sports Grill,3.0,68,Santa Barbara,CA
SAQgO7Ij2cdnMp8VQKBffA,Emilios Ristorante & Bar,3.5,49,Santa Barbara,CA
EXYbKA1tocvOK_1tXxZXLA,Sushi GoGo,3.5,178,Santa Barbara,CA
ukqJEIi-tuKcvO-u3plqlg,Mountain Spring Water of Santa Barbara,2.5,10,Santa Barbara,CA
T97hE3STgTgpwda75h6p1w,Wine Canyon Tours,5.0,152,Santa Barbara,CA
wEWy_NbtwcgNY2dKEmnACA,Rocks,2.5,8,Santa Barbara,CA
XbKXYLjC50m1_OFESDYLWA,Santa Barbara Wine Shuttle,5.0,6,Santa Barbara,CA
fKrmWy4GFsrgdOYhN9pyZA,Trattoria Vittoria,4.0,334,Santa Barbara,CA
8A5LSwsKK5vXDH1M3_Tf1w,"The Ritz-Carlton Bacara, Santa Barbara",3.5,1383,Santa Barbara,CA
L4-_gPiqsuX50JN_-qUhNQ,Jeannine’s American Bakery & Restaurant,5.0,41,Santa Barbara,CA
CuRjZOmfnXjefwEpyzmTTw,4 Eggs & Pizza,5.0,60,Santa Barbara,CA
ZrxlfdFU_qpnIHI2DmoRxA,Mesa Pizza,4.0,176,Santa Barbara,CA
MwJsk91FJ73YzzmpVaJihQ,Los Arroyos Mexican Restaurant & Take Out,4.0,448,Santa Barbara,CA
hMi8sXXPj_AwwfsEJ4RZgA,Urban Wine Trail,5.0,8,Santa Barbara,CA
eUIsUpG6KAonYxGoExzy2Q,Costa Kitchen & Bar,5.0,14,Santa Barbara,CA
eikRexw04kC6siBDkFnayQ,Shalhoob's Funk Zone Patio,4.5,367,Santa Barbara,CA
DqVpNtgFCP47n6frh-LREA,El Paseo Mexican Restaurant,3.5,262,Santa Barbara,CA
U1lGcthY52-LUPdxhV3qVw,Paesano's Pizzeria,3.5,57,Santa Barbara,CA
pKSB4wXLiS8rd1cAEgD8oA,Shaker Mill,4.5,79,Santa Barbara,CA
mHmIoIGOfpidrS1fYQ9PbQ,State Street Coffee,3.5,92,Santa Barbara,CA
4WCyuH0Dc6DAD79AyC0-iw,Estilo Jalisco,5.0,34,Santa Barbara,CA
AoBQeAvMtTOYTx-hThDLZA,Killer B's BBQ Bar and Grill,3.0,25,Santa Barbara,CA
qUH2FppY7RL96F5tXzA0hQ,Dune Coffee Roasters - State Street,4.0,633,Santa Barbara,CA
iBGR1hX6To3FGtCgCgDtqQ,Feast and Fest Catering,4.5,32,Santa Barbara,CA
YgS10SCzw13uGiC0wTDiaQ,The Taj Cafe,2.5,46,Santa Barbara,CA
ZRy4atrG3YHdb__qtE0FsA,Mulligan's Cafe & Bar,3.5,71,Santa Barbara,CA
E7RtIisUoRMcADSebBgNAA,Santa Barbara FisHouse,3.5,1140,Santa Barbara,CA
XXsofYxziipczzc3OFDD5Q,Caffè,3.0,8,Santa Barbara,CA
T9I4G6Or3sAbyYmB7c23hw,Tino's Italian Grocery,4.5,96,Santa Barbara,CA
MOowZBGbgn7FrTol3dvrlg,Nectar Eatery & Lounge,4.0,130,Santa Barbara,CA
R0U0K_qvwOQbQwPhhKw4Ew,Steve's Patio Cafe,3.5,33,Santa Barbara,CA
19Gx6T0v_GZW2je2J_mqOg,Lily's Flowers and Fruity Florets,3.5,42,Santa Barbara,CA
jWhlz8LesaC7jZL9bHNe9A,Bree’Osh,4.5,29,Santa Barbara,CA
GwtVBqKzW9j0zNQ7nYnT5g,AH Juice Organics,3.5,115,Santa Barbara,CA
jssubXBNkiSJIhbKuDtmpQ,Sushi Teri House,3.5,203,Santa Barbara,CA
h8DlM-VbvCNzpsTqihgUAw,Jack in the Box,1.5,41,Santa Barbara,CA
RiOcLw__HPf_rTOTpYKnHQ,Meet Up Chinese Cuisine,4.0,140,Santa Barbara,CA
BQv7ntaOxs80FJAji2U9pg,Harry's Plaza Cafe,3.5,337,Santa Barbara,CA
KxTipxTtvRDOntfze34NPw,Ye Olde Butcher Shop,2.0,22,Santa Barbara,CA
HrsWLRW7sPxjeC_hDA0Diw,Santa Barbara's Wood Fired Pizza,4.0,5,Santa Barbara,CA
-6jvfSJGprbfBD2QrS9zQw,Mesa Produce,5.0,19,Santa Barbara,CA
n_RyzuCAiR4yW2JLkl0Jng,Cafe Shell,2.5,21,Santa Barbara,CA
f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,4.5,813,Santa Barbara,CA
EBuSqlpzzyfZZkEgPxVV1Q,Wingstop,3.0,36,Santa Barbara,CA
bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,4.5,323,Santa Barbara,CA
quLvdiaBMaLG3enWfWHKgQ,duo events,5.0,12,Santa Barbara,CA
Vs1GKzhgYLBthayVNuIbGA,La Rumba Bar and Grill,3.0,13,Santa Barbara,CA
QfXEdQpBojorGinfCnrKTA,Subway,2.5,17,Santa Barbara,CA
oS02owt-XB2RtDbogYyn-A,The Coffee Bean & Tea Leaf,3.5,50,Santa Barbara,CA
VciWUuWgNshjkRDPHiFCoQ,Subway,3.5,8,Santa Barbara,CA
U897DhJaaa3qyr1PVjxfWQ,Georgia's Smokehouse,3.5,44,Santa Barbara,CA
hrEtM0WMgwhv19mzVnKiJQ,Magic Pita Cafe,4.0,26,Santa Barbara,CA
3czlT5lRF9uKmGZ2rknJqA,Santa Barbara Tamales To Go,4.5,8,Santa Barbara,CA
4haTJpBzX-7ilN77LWAIDw,California Crisp Cafe,3.5,10,Santa Barbara,CA
1ONK4BD8Fuh1mfBCrB2aOQ,Crazy Jim's Tacos Y Más,4.0,17,Santa Barbara,CA
ALMuGwPnbAVc4SIbcmQmcA,Santa Barbara Bay Cafe,3.5,10,Santa Barbara,CA
jWgZRpdHy8csA1sUz1auSw,Daniel's Bakery and Mexican Food,3.5,23,Santa Barbara,CA
Nbht3URjeV94507do0goEw,Pressed,4.5,111,Santa Barbara,CA
b0TBL7gSg2mduoFDgFQHoA,El Taco Tequila Taqueria,3.5,31,Santa Barbara,CA
0t1pU_Ky3Jvgq5Ya_OC1pA,Les Marchands Restaurant & Wine Shop,4.5,207,Santa Barbara,CA
